week,model_code,model_family,start_date,end_date,ret_stock,ret_dos,dbr_stock,dbr_dos,wod,stocking_outlet,activating_outlet,plc_factor,tertiary,seasonality_1(sin),seasonality_2(cos),secondary
29,A1_CLEAR_COPPER,A1,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,35,17.5,3492,1746.0,11,17,4,100,4.0,0.0532221748421787,-0.998582695676762,24.0
34,A1_CLEAR_COPPER,A1,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,964,80.33333333333333,2300,191.66666666666663,4,253,27,100,38.0,-0.4610925014493259,-0.8873520750565715,6.0
39,A1_CLEAR_COPPER,A1,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,2807,280.7,141,14.1,0,290,25,100,32.0,-0.8477344278896709,-0.5304209081197426,0.0
44,A1_CLEAR_COPPER,A1,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,4138,229.88888888888889,3789,210.5,44,1020,28,100,36.0,-0.9996456111234524,-0.0266205214377751,115.0
49,A1_CLEAR_COPPER,A1,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,6516,260.64,1988,79.52,130,2251,62,100,77.0,-0.8747630845319612,0.4845508703326504,215.0
54,A1_CLEAR_COPPER,A1,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,6715,395.0,1321,77.70588235294117,11,2459,32,100,34.0,-0.5076658003388399,0.8615540813938061,17.0
59,A1_CLEAR_COPPER,A1,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,7190,553.0769230769231,2372,182.46153846153845,66,2646,40,100,40.0,-2.4492935982947064e-16,1.0,156.0
49,LF7002_A7TORCH+,A7,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,4322,40.39252336448598,15803,147.69158878504672,588,1792,161,100,323.0,-0.8747630845319612,0.4845508703326504,1407.0
54,LF7002_A7TORCH+,A7,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,26541,70.40053050397879,32805,87.0159151193634,1063,11594,493,100,754.0,-0.5076658003388399,0.8615540813938061,1951.0
59,LF7002_A7TORCH+,A7,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,45794,91.77154308617234,33220,66.57314629258516,1219,19963,1113,100,1497.0,-2.4492935982947064e-16,1.0,2264.0
14,LF1008_A1_CLEAR,A1,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,665,221.66666666666663,5764,1921.3333333333333,110,164,5,100,9.0,0.99681200703075,0.0797861055530831,500.0
19,LF1008_A1_CLEAR,A1,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,4828,178.8148148148148,3411,126.33333333333331,60,1343,50,100,55.0,0.8993121301712192,-0.4373073204588553,137.0
24,LF1008_A1_CLEAR,A1,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,5850,167.14285714285714,5557,158.77142857142857,221,1799,95,100,105.0,0.5528000653611933,-0.8333139190825151,435.0
29,LF1008_A1_CLEAR,A1,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,20534,129.9620253164557,16175,102.373417721519,357,6830,241,100,316.0,0.0532221748421787,-0.998582695676762,782.0
34,LF1008_A1_CLEAR,A1,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,32130,176.53846153846155,20297,111.52197802197804,757,11653,429,100,548.0,-0.4610925014493259,-0.8873520750565715,1879.0
39,LF1008_A1_CLEAR,A1,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,36736,190.3419689119171,12767,66.15025906735751,462,14187,483,100,581.0,-0.8477344278896709,-0.5304209081197426,610.0
44,LF1008_A1_CLEAR,A1,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,39672,269.8775510204082,5042,34.29931972789116,62,14105,252,100,295.0,-0.9996456111234524,-0.0266205214377751,119.0
49,LF1008_A1_CLEAR,A1,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,36965,277.9323308270677,3590,26.99248120300752,46,13562,342,100,399.0,-0.8747630845319612,0.4845508703326504,45.0
54,LF1008_A1_CLEAR,A1,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,34311,353.7216494845361,3318,34.20618556701031,30,12936,169,100,195.0,-0.5076658003388399,0.8615540813938061,38.0
59,LF1008_A1_CLEAR,A1,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,32326,461.8,5285,75.5,51,12479,183,100,210.0,-2.4492935982947064e-16,1.0,117.0
59,A1_2025,A1,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,774,110.57142857142856,8463,1209.0,145,278,6,100,23.0,-2.4492935982947064e-16,1.0,320.0
49,A3_TORCH_M,A3,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,39556,58.688427299703264,125364,186.0,4382,11458,1039,100,2022.0,-0.8747630845319612,0.4845508703326504,11585.0
54,A3_TORCH_M,A3,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,101610,75.09977827050997,104624,77.32742054693274,2773,34743,1943,100,2707.0,-0.5076658003388399,0.8615540813938061,5534.0
59,A3_TORCH_M,A3,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,139020,84.97555012224939,92638,56.62469437652812,3392,46486,3568,100,4910.0,-2.4492935982947064e-16,1.0,6404.0
59,LF6003_A5_2025,A5,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,2508,167.2,16545,1103.0,319,819,30,100,45.0,-2.4492935982947064e-16,1.0,769.0
59,LAVA_ACTION_4G,4G,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,22133,128.68023255813952,22139,128.71511627906978,1867,10086,357,100,518.0,-2.4492935982947064e-16,1.0,3251.0
59,YUVA_SMART,Yuva,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,10490,43.34710743801653,13716,56.67768595041322,718,5163,569,100,726.0,-2.4492935982947064e-16,1.0,1260.0
39,BLAZE_X_8/128,Blaze,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,2367,62.28947368421053,2292,60.31578947368421,799,2020,98,100,115.0,-0.8477344278896709,-0.5304209081197426,904.0
44,BLAZE_X_8/128,Blaze,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,4069,116.25714285714284,759,21.685714285714287,81,3511,69,100,70.0,-0.9996456111234524,-0.0266205214377751,60.0
49,BLAZE_X_8/128,Blaze,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,3794,41.69230769230769,762,8.373626373626374,191,3093,241,100,275.0,-0.8747630845319612,0.4845508703326504,185.0
54,BLAZE_X_8/128,Blaze,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,3116,155.8,717,35.85,62,2539,39,100,40.0,-0.5076658003388399,0.8615540813938061,15.0
59,BLAZE_X_8/128,Blaze,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,2547,97.96153846153848,516,19.846153846153847,37,2061,73,100,79.0,-2.4492935982947064e-16,1.0,-13.0
14,IL1824_MOTOA50V,Moto_FP,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,25009,238.1809523809524,35523,338.3142857142857,816,9786,242,100,315.0,0.99681200703075,0.0797861055530831,1675.0
19,IL1824_MOTOA50V,Moto_FP,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,38864,213.53846153846155,23845,131.0164835164835,900,18511,312,100,365.0,0.8993121301712192,-0.4373073204588553,1667.0
24,IL1824_MOTOA50V,Moto_FP,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,47069,183.14785992217887,20324,79.08171206225681,1481,23949,674,100,773.0,0.5528000653611933,-0.8333139190825151,2152.0
29,IL1824_MOTOA50V,Moto_FP,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,51208,141.4585635359116,16958,46.84530386740332,874,26832,627,100,724.0,0.0532221748421787,-0.998582695676762,1236.0
34,IL1824_MOTOA50V,Moto_FP,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,53021,125.94061757719714,15223,36.15914489311164,1539,29129,1055,100,1265.0,-0.4610925014493259,-0.8873520750565715,1549.0
39,IL1824_MOTOA50V,Moto_FP,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,52578,106.00403225806453,17958,36.20564516129032,1171,28972,1171,100,1489.0,-0.8477344278896709,-0.5304209081197426,1655.0
44,IL1824_MOTOA50V,Moto_FP,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,56923,126.77728285077951,27150,60.46770601336303,521,29903,714,100,899.0,-0.9996456111234524,-0.0266205214377751,933.0
49,IL1824_MOTOA50V,Moto_FP,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,61246,110.1546762589928,20531,36.92625899280576,867,31040,1323,100,1669.0,-0.8747630845319612,0.4845508703326504,1506.0
54,IL1824_MOTOA50V,Moto_FP,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,66153,183.2493074792244,16582,45.933518005540165,1083,34461,618,100,723.0,-0.5076658003388399,0.8615540813938061,1225.0
59,IL1824_MOTOA50V,Moto_FP,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,68600,227.90697674418604,15217,50.55481727574751,1655,36411,797,100,904.0,-2.4492935982947064e-16,1.0,1642.0
5,A3_HERO_ONE,A3,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,211,0.0,0,0.0,0,156,0,100,0.0,0.5076658003388399,0.8615540813938061,0.0
14,A3_HERO_ONE,A3,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,204,0.0,0,0.0,0,153,0,100,0.0,0.99681200703075,0.0797861055530831,0.0
19,A3_HERO_ONE,A3,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,191,0.0,0,0.0,0,144,0,100,0.0,0.8993121301712192,-0.4373073204588553,0.0
24,A3_HERO_ONE,A3,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,189,0.0,0,0.0,0,143,1,100,1.0,0.5528000653611933,-0.8333139190825151,0.0
29,A3_HERO_ONE,A3,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,185,0.0,0,0.0,0,141,0,100,0.0,0.0532221748421787,-0.998582695676762,0.0
34,A3_HERO_ONE,A3,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,181,0.0,0,0.0,0,139,0,100,0.0,-0.4610925014493259,-0.8873520750565715,0.0
39,A3_HERO_ONE,A3,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,181,0.0,0,0.0,0,139,0,100,0.0,-0.8477344278896709,-0.5304209081197426,0.0
44,A3_HERO_ONE,A3,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,178,0.0,0,0.0,0,137,0,100,0.0,-0.9996456111234524,-0.0266205214377751,0.0
49,A3_HERO_ONE,A3,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,178,0.0,0,0.0,0,136,0,100,0.0,-0.8747630845319612,0.4845508703326504,0.0
54,A3_HERO_ONE,A3,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,175,0.0,0,0.0,0,134,0,100,0.0,-0.5076658003388399,0.8615540813938061,0.0
59,A3_HERO_ONE,A3,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,173,0.0,0,0.0,0,134,1,100,1.0,-2.4492935982947064e-16,1.0,0.0
5,LF3000_A3POWER,A3_Power,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,109252,733.2348993288591,207,1.389261744966443,31,38958,432,100,447.0,0.5076658003388399,0.8615540813938061,43.0
14,LF3000_A3POWER,A3_Power,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,101728,950.7289719626168,72,0.6728971962616822,18,37184,308,100,323.0,0.99681200703075,0.0797861055530831,98.0
19,LF3000_A3POWER,A3_Power,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,90980,891.9607843137255,56,0.5490196078431373,21,34781,195,100,205.0,0.8993121301712192,-0.4373073204588553,104.0
24,LF3000_A3POWER,A3_Power,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,87937,888.2525252525253,42,0.4242424242424242,11,33953,282,100,297.0,0.5528000653611933,-0.8333139190825151,68.0
29,LF3000_A3POWER,A3_Power,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,85215,835.4411764705883,46,0.4509803921568627,2,33209,194,100,205.0,0.0532221748421787,-0.998582695676762,1.0
34,LF3000_A3POWER,A3_Power,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,82379,832.1111111111111,45,0.4545454545454545,7,32345,274,100,298.0,-0.4610925014493259,-0.8873520750565715,19.0
39,LF3000_A3POWER,A3_Power,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,80234,1253.65625,50,0.78125,2,31695,186,100,194.0,-0.8477344278896709,-0.5304209081197426,-4.0
44,LF3000_A3POWER,A3_Power,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,78588,1540.9411764705883,45,0.8823529411764706,6,31177,99,100,102.0,-0.9996456111234524,-0.0266205214377751,0.0
49,LF3000_A3POWER,A3_Power,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,77248,1457.5094339622642,39,0.7358490566037735,0,30792,154,100,161.0,-0.8747630845319612,0.4845508703326504,-3.0
54,LF3000_A3POWER,A3_Power,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,76178,2176.514285714285,40,1.1428571428571428,0,30463,70,100,71.0,-0.5076658003388399,0.8615540813938061,0.0
59,LF3000_A3POWER,A3_Power,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,75262,2894.692307692308,41,1.5769230769230769,3,30189,78,100,78.0,-2.4492935982947064e-16,1.0,2.0
5,LF3000_A3POWERG,A3_Power,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,32998,201.2073170731708,1150,7.012195121951219,35,14875,452,100,493.0,0.5076658003388399,0.8615540813938061,29.0
14,LF3000_A3POWERG,A3_Power,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,25807,296.632183908046,250,2.8735632183908044,18,12591,249,100,261.0,0.99681200703075,0.0797861055530831,32.0
19,LF3000_A3POWERG,A3_Power,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,22961,257.9887640449438,195,2.191011235955056,10,11584,172,100,179.0,0.8993121301712192,-0.4373073204588553,18.0
24,LF3000_A3POWERG,A3_Power,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,20372,239.6705882352941,96,1.1294117647058823,7,10660,249,100,257.0,0.5528000653611933,-0.8333139190825151,0.0
29,LF3000_A3POWERG,A3_Power,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,18197,230.3417721518988,65,0.8227848101265823,1,9769,140,100,159.0,0.0532221748421787,-0.998582695676762,2.0
34,LF3000_A3POWERG,A3_Power,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,16067,247.1846153846154,54,0.8307692307692308,8,8925,187,100,195.0,-0.4610925014493259,-0.8873520750565715,5.0
39,LF3000_A3POWERG,A3_Power,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,14456,328.54545454545456,48,1.0909090909090908,3,8224,131,100,134.0,-0.8477344278896709,-0.5304209081197426,1.0
44,LF3000_A3POWERG,A3_Power,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,13338,430.258064516129,28,0.9032258064516128,0,7721,62,100,63.0,-0.9996456111234524,-0.0266205214377751,0.0
49,LF3000_A3POWERG,A3_Power,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,12492,390.375,15,0.46875,2,7348,97,100,97.0,-0.8747630845319612,0.4845508703326504,0.0
54,LF3000_A3POWERG,A3_Power,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,11821,537.3181818181819,9,0.4090909090909091,0,7025,42,100,44.0,-0.5076658003388399,0.8615540813938061,0.0
59,LF3000_A3POWERG,A3_Power,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,11323,754.8666666666667,8,0.5333333333333333,1,6766,45,100,47.0,-2.4492935982947064e-16,1.0,0.0
5,H2_HERO_PUNCH,Hero,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,10648,1774.6666666666667,22,3.6666666666666665,2,7304,18,100,18.0,0.5076658003388399,0.8615540813938061,2.0
14,H2_HERO_PUNCH,Hero,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,10244,2048.8,6,1.2,0,7079,15,100,15.0,0.99681200703075,0.0797861055530831,0.0
19,H2_HERO_PUNCH,Hero,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,8772,1754.4,4,0.8,0,6197,10,100,11.0,0.8993121301712192,-0.4373073204588553,0.0
24,H2_HERO_PUNCH,Hero,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,8610,2152.5,2,0.5,0,6116,13,100,14.0,0.5528000653611933,-0.8333139190825151,0.0
29,H2_HERO_PUNCH,Hero,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,8483,1211.857142857143,2,0.2857142857142857,0,6041,14,100,14.0,0.0532221748421787,-0.998582695676762,0.0
34,H2_HERO_PUNCH,Hero,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,8340,2085.0,2,0.5,0,5961,14,100,14.0,-0.4610925014493259,-0.8873520750565715,0.0
39,H2_HERO_PUNCH,Hero,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,8212,2053.0,1,0.25,1,5891,12,100,12.0,-0.8477344278896709,-0.5304209081197426,1.0
44,H2_HERO_PUNCH,Hero,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,8126,8126.0,1,1.0,0,5845,3,100,3.0,-0.9996456111234524,-0.0266205214377751,0.0
49,H2_HERO_PUNCH,Hero,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,8040,2010.0,1,0.25,0,5790,12,100,12.0,-0.8747630845319612,0.4845508703326504,0.0
54,H2_HERO_PUNCH,Hero,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,7973,3986.5,1,0.5,0,5745,4,100,4.0,-0.5076658003388399,0.8615540813938061,0.0
59,H2_HERO_PUNCH,Hero,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,7935,7935.0,1,1.0,0,5723,3,100,3.0,-2.4492935982947064e-16,1.0,0.0
5,H3_HERO600S,Hero,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,88771,3859.608695652174,79,3.4347826086956523,1,36890,69,100,70.0,0.5076658003388399,0.8615540813938061,-8.0
14,H3_HERO600S,Hero,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,87529,4376.45,75,3.75,0,36590,62,100,62.0,0.99681200703075,0.0797861055530831,0.0
19,H3_HERO600S,Hero,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,86476,4804.222222222223,58,3.2222222222222223,0,36331,36,100,36.0,0.8993121301712192,-0.4373073204588553,0.0
24,H3_HERO600S,Hero,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,85875,4519.736842105263,27,1.4210526315789471,1,36175,56,100,57.0,0.5528000653611933,-0.8333139190825151,-10.0
29,H3_HERO600S,Hero,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,85349,4267.45,32,1.6,1,36043,41,100,41.0,0.0532221748421787,-0.998582695676762,2.0
34,H3_HERO600S,Hero,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,84833,6525.615384615385,33,2.5384615384615383,2,35893,39,100,39.0,-0.4610925014493259,-0.8873520750565715,2.0
39,H3_HERO600S,Hero,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,84383,6491.0,29,2.230769230769231,0,35789,40,100,40.0,-0.8477344278896709,-0.5304209081197426,0.0
44,H3_HERO600S,Hero,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,83967,6997.25,35,2.9166666666666665,0,35684,25,100,25.0,-0.9996456111234524,-0.0266205214377751,0.0
49,H3_HERO600S,Hero,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,83577,6964.75,31,2.583333333333333,0,35584,38,100,38.0,-0.8747630845319612,0.4845508703326504,0.0
54,H3_HERO600S,Hero,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,83299,10412.375,31,3.875,0,35506,17,100,17.0,-0.5076658003388399,0.8615540813938061,0.0
59,H3_HERO600S,Hero,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,83014,11859.142857142857,27,3.857142857142857,0,35429,23,100,23.0,-2.4492935982947064e-16,1.0,0.0
5,HERO_600I_LITE,Hero,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,2419,483.8,101,20.2,1,1133,15,100,17.0,0.5076658003388399,0.8615540813938061,-1.0
14,HERO_600I_LITE,Hero,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,2145,1072.5,101,50.5,1,1057,7,100,7.0,0.99681200703075,0.0797861055530831,2.0
19,HERO_600I_LITE,Hero,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,1608,178.66666666666666,100,11.11111111111111,0,838,19,100,19.0,0.8993121301712192,-0.4373073204588553,0.0
24,HERO_600I_LITE,Hero,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,1590,318.0,0,0.0,0,815,14,100,17.0,0.5528000653611933,-0.8333139190825151,0.0
29,HERO_600I_LITE,Hero,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,1467,366.75,0,0.0,0,783,8,100,8.0,0.0532221748421787,-0.998582695676762,0.0
34,HERO_600I_LITE,Hero,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,1376,344.0,0,0.0,0,752,14,100,14.0,-0.4610925014493259,-0.8873520750565715,0.0
39,HERO_600I_LITE,Hero,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,1306,653.0,0,0.0,0,717,7,100,7.0,-0.8477344278896709,-0.5304209081197426,0.0
44,HERO_600I_LITE,Hero,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,1251,625.5,0,0.0,0,695,4,100,4.0,-0.9996456111234524,-0.0266205214377751,0.0
49,HERO_600I_LITE,Hero,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,1201,1201.0,0,0.0,0,673,5,100,5.0,-0.8747630845319612,0.4845508703326504,0.0
54,HERO_600I_LITE,Hero,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,1166,1166.0,0,0.0,0,653,2,100,2.0,-0.5076658003388399,0.8615540813938061,0.0
59,HERO_600I_LITE,Hero,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,1134,1134.0,0,0.0,0,638,4,100,4.0,-2.4492935982947064e-16,1.0,0.0
5,H2_HERO600+,Hero,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,147564,2732.6666666666665,68,1.2592592592592593,9,60228,162,100,162.0,0.5076658003388399,0.8615540813938061,6.0
14,H2_HERO600+,Hero,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,144806,3913.675675675676,71,1.9189189189189189,1,59609,113,100,113.0,0.99681200703075,0.0797861055530831,1.0
19,H2_HERO600+,Hero,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,138288,4067.294117647059,75,2.2058823529411766,1,58029,67,100,68.0,0.8993121301712192,-0.4373073204588553,-17.0
24,H2_HERO600+,Hero,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,137119,3608.3947368421054,52,1.368421052631579,2,57733,115,100,116.0,0.5528000653611933,-0.8333139190825151,7.0
29,H2_HERO600+,Hero,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,136096,4390.193548387097,53,1.7096774193548387,0,57495,63,100,63.0,0.0532221748421787,-0.998582695676762,-3.0
34,H2_HERO600+,Hero,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,134961,4089.727272727273,54,1.6363636363636365,3,57218,101,100,101.0,-0.4610925014493259,-0.8873520750565715,8.0
39,H2_HERO600+,Hero,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,134038,5155.307692307692,57,2.1923076923076925,0,56976,78,100,79.0,-0.8477344278896709,-0.5304209081197426,0.0
44,H2_HERO600+,Hero,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,133261,6057.318181818182,67,3.0454545454545454,0,56776,45,100,45.0,-0.9996456111234524,-0.0266205214377751,0.0
49,H2_HERO600+,Hero,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,132652,8843.466666666667,57,3.8,0,56636,47,100,47.0,-0.8747630845319612,0.4845508703326504,0.0
54,H2_HERO600+,Hero,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,132092,6604.6,58,2.9,0,56504,40,100,40.0,-0.5076658003388399,0.8615540813938061,0.0
59,H2_HERO600+,Hero,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,131653,10127.153846153846,49,3.769230769230769,0,56378,39,100,39.0,-2.4492935982947064e-16,1.0,0.0
5,HERO_600I,Hero,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,109748,1086.6138613861383,184,1.8217821782178216,30,48578,300,100,304.0,0.5076658003388399,0.8615540813938061,27.0
14,HERO_600I,Hero,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,104144,1170.1573033707866,140,1.5730337078651686,0,47041,263,100,269.0,0.99681200703075,0.0797861055530831,-1.0
19,HERO_600I,Hero,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,84961,1416.0166666666669,135,2.25,5,41182,118,100,121.0,0.8993121301712192,-0.4373073204588553,39.0
24,HERO_600I,Hero,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,82821,1453.0,137,2.4035087719298245,6,40470,164,100,171.0,0.5528000653611933,-0.8333139190825151,0.0
29,HERO_600I,Hero,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,81083,1192.3970588235295,32,0.4705882352941176,3,39886,124,100,137.0,0.0532221748421787,-0.998582695676762,2.0
34,HERO_600I,Hero,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,79433,1470.9814814814815,32,0.5925925925925926,0,39332,159,100,162.0,-0.4610925014493259,-0.8873520750565715,-1.0
39,HERO_600I,Hero,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,78042,1696.5652173913045,32,0.6956521739130435,0,38861,138,100,139.0,-0.8477344278896709,-0.5304209081197426,0.0
44,HERO_600I,Hero,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,76872,1971.076923076923,32,0.8205128205128205,0,38464,77,100,78.0,-0.9996456111234524,-0.0266205214377751,0.0
49,HERO_600I,Hero,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,75918,2448.967741935484,30,0.967741935483871,0,38136,89,100,94.0,-0.8747630845319612,0.4845508703326504,0.0
54,HERO_600I,Hero,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,75088,3003.52,30,1.2,0,37858,49,100,51.0,-0.5076658003388399,0.8615540813938061,0.0
59,HERO_600I,Hero,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,74367,3380.318181818182,24,1.0909090909090908,1,37604,65,100,66.0,-2.4492935982947064e-16,1.0,6.0
