week,model_code,model_family,start_date,end_date,ret_stock,ret_dos,dbr_stock,dbr_dos,wod,stocking_outlet,activating_outlet,plc_factor,tertiary,seasonality_1(sin),seasonality_2(cos),secondary
19,LAVA_A7,A7,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,23010,7670.0,7,2.333333333333333,0,15024,7,100,7.0,0.8993121301712192,-0.4373073204588553,0.0
24,LAVA_A7,A7,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,22929,7643.0,7,2.333333333333333,1,14986,11,100,11.0,0.5528000653611933,-0.8333139190825151,1.0
29,LAVA_A7,A7,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,22849,11424.5,7,3.5,0,14941,5,100,5.0,0.0532221748421787,-0.998582695676762,0.0
34,LAVA_A7,A7,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,22763,7587.666666666667,7,2.333333333333333,1,14887,11,100,11.0,-0.4610925014493259,-0.8873520750565715,1.0
39,LAVA_A7,A7,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,22700,11350.0,6,3.0,0,14855,6,100,6.0,-0.8477344278896709,-0.5304209081197426,0.0
44,LAVA_A7,A7,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,22617,7539.0,8,2.6666666666666665,0,14810,6,100,7.0,-0.9996456111234524,-0.0266205214377751,0.0
49,LAVA_A7,A7,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,22554,22554.0,4,4.0,0,14772,5,100,5.0,-0.8747630845319612,0.4845508703326504,0.0
54,LAVA_A7,A7,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,22503,11251.5,4,2.0,0,14748,5,100,5.0,-0.5076658003388399,0.8615540813938061,0.0
59,LAVA_A7,A7,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,22468,11234.0,5,2.5,0,14726,7,100,7.0,-2.4492935982947064e-16,1.0,0.0
5,LAVA_A9,Gem,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,30436,2029.0666666666664,10,0.6666666666666666,2,17531,47,100,47.0,0.5076658003388399,0.8615540813938061,0.0
14,LAVA_A9,Gem,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,29716,2476.333333333333,9,0.75,1,17179,35,100,37.0,0.99681200703075,0.0797861055530831,5.0
19,LAVA_A9,Gem,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,28926,3214.0,7,0.7777777777777778,6,16818,17,100,18.0,0.8993121301712192,-0.4373073204588553,0.0
24,LAVA_A9,Gem,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,28612,2861.2,6,0.6,0,16671,29,100,30.0,0.5528000653611933,-0.8333139190825151,0.0
29,LAVA_A9,Gem,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,28315,4045.0,6,0.8571428571428571,0,16541,14,100,14.0,0.0532221748421787,-0.998582695676762,0.0
34,LAVA_A9,Gem,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,27972,3108.0,6,0.6666666666666666,0,16376,28,100,28.0,-0.4610925014493259,-0.8873520750565715,0.0
39,LAVA_A9,Gem,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,27691,4615.166666666667,6,1.0,0,16244,19,100,19.0,-0.8477344278896709,-0.5304209081197426,0.0
44,LAVA_A9,Gem,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,27462,3923.142857142857,5,0.7142857142857143,0,16141,15,100,15.0,-0.9996456111234524,-0.0266205214377751,0.0
49,LAVA_A9,Gem,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,27271,6817.75,6,1.5,0,16057,13,100,14.0,-0.8747630845319612,0.4845508703326504,0.0
54,LAVA_A9,Gem,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,27096,9032.0,5,1.6666666666666667,0,15979,6,100,7.0,-0.5076658003388399,0.8615540813938061,0.0
59,LAVA_A9,Gem,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,26975,6743.75,5,1.25,0,15932,11,100,13.0,-2.4492935982947064e-16,1.0,0.0
5,LF3400_34ULTRA,A7,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,53327,761.8142857142857,150,2.142857142857143,4,22051,203,100,210.0,0.5076658003388399,0.8615540813938061,-1.0
14,LF3400_34ULTRA,A7,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,49944,1109.8666666666666,105,2.333333333333333,24,21147,133,100,137.0,0.99681200703075,0.0797861055530831,16.0
19,LF3400_34ULTRA,A7,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,45752,1064.0,74,1.7209302325581397,5,19946,83,100,87.0,0.8993121301712192,-0.4373073204588553,0.0
24,LF3400_34ULTRA,A7,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,44263,983.6222222222224,49,1.0888888888888888,10,19523,131,100,136.0,0.5528000653611933,-0.8333139190825151,30.0
29,LF3400_34ULTRA,A7,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,42894,714.9,32,0.5333333333333333,1,19095,113,100,120.0,0.0532221748421787,-0.998582695676762,1.0
34,LF3400_34ULTRA,A7,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,41504,943.2727272727273,29,0.6590909090909091,3,18647,128,100,132.0,-0.4610925014493259,-0.8873520750565715,2.0
39,LF3400_34ULTRA,A7,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,40377,1091.2702702702702,24,0.6486486486486487,1,18254,110,100,112.0,-0.8477344278896709,-0.5304209081197426,2.0
44,LF3400_34ULTRA,A7,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,39491,1717.0,28,1.2173913043478262,1,17957,47,100,47.0,-0.9996456111234524,-0.0266205214377751,0.0
49,LF3400_34ULTRA,A7,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,38824,1493.2307692307693,23,0.8846153846153846,0,17721,76,100,78.0,-0.8747630845319612,0.4845508703326504,0.0
54,LF3400_34ULTRA,A7,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,38213,2011.210526315789,21,1.105263157894737,0,17521,37,100,39.0,-0.5076658003388399,0.8615540813938061,0.0
59,LF3400_34ULTRA,A7,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,37744,2696.0,21,1.5,1,17376,44,100,44.0,-2.4492935982947064e-16,1.0,1.0
5,A1_JOSH_BOL,Josh,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,567595,81.16616616616616,181795,25.996710996711,8029,79683,9846,100,20981.0,0.5076658003388399,0.8615540813938061,40870.0
14,A1_JOSH_BOL,Josh,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,610725,93.15512507626602,209512,31.957291031116533,4563,89493,10708,100,19668.0,0.99681200703075,0.0797861055530831,29867.0
19,A1_JOSH_BOL,Josh,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,595355,74.53117175763646,179433,22.462819228843266,4921,87933,8977,100,15977.0,0.8993121301712192,-0.4373073204588553,23189.0
24,A1_JOSH_BOL,Josh,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,577059,73.51070063694267,131015,16.689808917197453,6167,85878,12650,100,23552.0,0.5528000653611933,-0.8333139190825151,27124.0
29,A1_JOSH_BOL,Josh,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,548937,67.42041267501843,159749,19.62036354704004,3272,84331,9456,100,16284.0,0.0532221748421787,-0.998582695676762,9514.0
34,A1_JOSH_BOL,Josh,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,549016,69.56614292954892,144054,18.25316776482514,5503,84065,13309,100,23677.0,-0.4610925014493259,-0.8873520750565715,19535.0
39,A1_JOSH_BOL,Josh,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,553381,73.55855376844345,132027,17.549780672604015,8595,87864,12855,100,22570.0,-0.8477344278896709,-0.5304209081197426,23529.0
44,A1_JOSH_BOL,Josh,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,599232,88.72253479419604,194624,28.816108972460764,3824,90505,8660,100,13508.0,-0.9996456111234524,-0.0266205214377751,13806.0
49,A1_JOSH_BOL,Josh,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,578842,88.10380517503805,106467,16.20502283105023,3342,90852,11823,100,19711.0,-0.8747630845319612,0.4845508703326504,8806.0
54,A1_JOSH_BOL,Josh,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,514940,134.02915148360228,72979,18.995054659031755,1853,87922,5549,100,7684.0,-0.5076658003388399,0.8615540813938061,3902.0
59,A1_JOSH_BOL,Josh,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,473407,173.28221083455344,69802,25.5497803806735,2333,85645,5935,100,8196.0,-2.4492935982947064e-16,1.0,5175.0
5,LF7000_A7,A7,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,25007,12503.5,38,19.0,1,15299,6,100,7.0,0.5076658003388399,0.8615540813938061,1.0
14,LF7000_A7,A7,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,24184,12092.0,21,10.5,0,14935,5,100,6.0,0.99681200703075,0.0797861055530831,0.0
19,LF7000_A7,A7,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,23158,11579.0,25,12.5,0,14460,5,100,5.0,0.8993121301712192,-0.4373073204588553,0.0
24,LF7000_A7,A7,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,22745,11372.5,23,11.5,0,14291,7,100,8.0,0.5528000653611933,-0.8333139190825151,0.0
29,LF7000_A7,A7,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,22387,7462.333333333333,21,7.0,0,14122,5,100,7.0,0.0532221748421787,-0.998582695676762,0.0
34,LF7000_A7,A7,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,21983,21983.0,20,20.0,0,13936,3,100,3.0,-0.4610925014493259,-0.8873520750565715,0.0
39,LF7000_A7,A7,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,21668,21668.0,20,20.0,0,13777,3,100,5.0,-0.8477344278896709,-0.5304209081197426,0.0
44,LF7000_A7,A7,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,21392,10696.0,19,9.5,0,13655,4,100,4.0,-0.9996456111234524,-0.0266205214377751,0.0
49,LF7000_A7,A7,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,21162,21162.0,19,19.0,0,13551,4,100,4.0,-0.8747630845319612,0.4845508703326504,0.0
54,LF7000_A7,A7,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,20948,0.0,18,0.0,0,13445,0,100,0.0,-0.5076658003388399,0.8615540813938061,0.0
59,LF7000_A7,A7,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,20798,20798.0,19,19.0,0,13370,4,100,4.0,-2.4492935982947064e-16,1.0,0.0
5,LF7001_A7_STAR,A7,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,98542,583.0887573964498,232,1.3727810650887573,19,37777,486,100,508.0,0.5076658003388399,0.8615540813938061,43.0
14,LF7001_A7_STAR,A7,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,89943,825.1651376146789,138,1.2660550458715596,7,35638,311,100,327.0,0.99681200703075,0.0797861055530831,8.0
19,LF7001_A7_STAR,A7,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,80276,757.3207547169811,101,0.9528301886792452,15,33090,206,100,213.0,0.8993121301712192,-0.4373073204588553,37.0
24,LF7001_A7_STAR,A7,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,76684,782.4897959183673,59,0.6020408163265306,7,32049,290,100,296.0,0.5528000653611933,-0.8333139190825151,7.0
29,LF7001_A7_STAR,A7,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,73281,615.8067226890756,59,0.4957983193277311,0,31016,234,100,238.0,0.0532221748421787,-0.998582695676762,-1.0
34,LF7001_A7_STAR,A7,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,69921,760.0108695652174,58,0.6304347826086957,8,29963,269,100,278.0,-0.4610925014493259,-0.8873520750565715,1.0
39,LF7001_A7_STAR,A7,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,67251,884.8815789473684,48,0.631578947368421,3,29097,226,100,229.0,-0.8477344278896709,-0.5304209081197426,11.0
44,LF7001_A7_STAR,A7,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,65149,1252.8653846153843,40,0.7692307692307693,2,28375,100,100,104.0,-0.9996456111234524,-0.0266205214377751,0.0
49,LF7001_A7_STAR,A7,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,63448,1040.1311475409836,37,0.6065573770491803,2,27847,179,100,184.0,-0.8747630845319612,0.4845508703326504,0.0
54,LF7001_A7_STAR,A7,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,62143,1635.342105263158,34,0.8947368421052632,3,27381,76,100,77.0,-0.5076658003388399,0.8615540813938061,3.0
59,LF7001_A7_STAR,A7,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,61039,2104.793103448276,37,1.2758620689655171,1,27008,86,100,89.0,-2.4492935982947064e-16,1.0,-1.0
5,LF9000_GEMPOWER,Gem,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,6113,6.016732283464567,7,0.0068897637795275,1583,3635,2563,100,3049.0,0.5076658003388399,0.8615540813938061,4030.0
14,LF9000_GEMPOWER,Gem,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,5890,6.116303219106958,7,0.0072689511941848,933,3525,2302,100,2890.0,0.99681200703075,0.0797861055530831,3464.0
19,LF9000_GEMPOWER,Gem,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,5418,5.450704225352113,4,0.0040241448692152,965,3250,1622,100,1989.0,0.8993121301712192,-0.4373073204588553,2962.0
24,LF9000_GEMPOWER,Gem,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,5328,4.919667590027701,2,0.0018467220683287,1321,3213,2527,100,3250.0,0.5528000653611933,-0.8333139190825151,3544.0
29,LF9000_GEMPOWER,Gem,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,5224,4.393608074011775,4,0.0033641715727502,685,3156,1924,100,2379.0,0.0532221748421787,-0.998582695676762,1771.0
34,LF9000_GEMPOWER,Gem,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,5124,4.255813953488372,4,0.0033222591362126,1390,3103,2769,100,3612.0,-0.4610925014493259,-0.8873520750565715,3214.0
39,LF9000_GEMPOWER,Gem,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,5057,4.203657522859518,4,0.0033250207813798,2023,3064,2722,100,3611.0,-0.8477344278896709,-0.5304209081197426,3879.0
44,LF9000_GEMPOWER,Gem,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,4998,4.62349676225717,2,0.001850138760407,1138,3034,1718,100,2162.0,-0.9996456111234524,-0.0266205214377751,3634.0
49,LF9000_GEMPOWER,Gem,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,4931,3.379712131596984,2,0.0013708019191226,1333,3009,3172,100,4377.0,-0.8747630845319612,0.4845508703326504,3131.0
54,LF9000_GEMPOWER,Gem,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,4874,5.809296781883194,2,0.00238379022646,899,2979,1368,100,1678.0,-0.5076658003388399,0.8615540813938061,1500.0
59,LF9000_GEMPOWER,Gem,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,4841,6.866666666666666,2,0.0028368794326241,1181,2960,1727,100,2117.0,-2.4492935982947064e-16,1.0,2240.0
5,A1_TAMIL_VIBE,A1,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,54185,72.15046604527296,13513,17.993342210386153,674,5289,1024,100,2253.0,0.5076658003388399,0.8615540813938061,4410.0
14,A1_TAMIL_VIBE,A1,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,57063,87.25229357798165,12201,18.65596330275229,202,5348,846,100,1962.0,0.99681200703075,0.0797861055530831,3146.0
19,A1_TAMIL_VIBE,A1,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,58951,76.95953002610966,15970,20.848563968668408,316,5614,772,100,1533.0,0.8993121301712192,-0.4373073204588553,2944.0
24,A1_TAMIL_VIBE,A1,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,62914,86.65840220385675,9504,13.090909090909092,453,5781,954,100,2179.0,0.5528000653611933,-0.8333139190825151,3004.0
29,A1_TAMIL_VIBE,A1,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,65984,87.6281540504648,15496,20.579017264276228,255,5933,716,100,1507.0,0.0532221748421787,-0.998582695676762,2060.0
34,A1_TAMIL_VIBE,A1,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,64991,107.24587458745874,9353,15.433993399339936,169,5979,789,100,1819.0,-0.4610925014493259,-0.8873520750565715,1456.0
39,A1_TAMIL_VIBE,A1,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,68430,120.26362038664324,11738,20.629173989455182,778,6540,800,100,1709.0,-0.8477344278896709,-0.5304209081197426,3038.0
44,A1_TAMIL_VIBE,A1,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,75062,119.14603174603177,14640,23.23809523809524,256,6927,647,100,1261.0,-0.9996456111234524,-0.0266205214377751,3384.0
49,A1_TAMIL_VIBE,A1,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,77674,87.56933483652762,13482,15.199549041713642,427,7041,1055,100,2662.0,-0.8747630845319612,0.4845508703326504,2705.0
54,A1_TAMIL_VIBE,A1,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,75362,166.36203090507726,9148,20.194260485651213,340,7008,516,100,907.0,-0.5076658003388399,0.8615540813938061,1463.0
59,A1_TAMIL_VIBE,A1,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,73891,166.42117117117118,8429,18.98423423423424,325,6972,715,100,1332.0,-2.4492935982947064e-16,1.0,1980.0
5,LAVA_A3S,A3,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,1251,625.5,6,3.0,0,630,8,100,8.0,0.5076658003388399,0.8615540813938061,0.0
14,LAVA_A3S,A3,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,1042,347.3333333333333,1,0.3333333333333333,0,542,10,100,10.0,0.99681200703075,0.0797861055530831,0.0
19,LAVA_A3S,A3,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,737,368.5,1,0.5,0,426,4,100,4.0,0.8993121301712192,-0.4373073204588553,0.0
24,LAVA_A3S,A3,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,656,656.0,1,1.0,0,391,4,100,4.0,0.5528000653611933,-0.8333139190825151,-1.0
29,LAVA_A3S,A3,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,590,196.66666666666663,0,0.0,0,360,6,100,6.0,0.0532221748421787,-0.998582695676762,0.0
34,LAVA_A3S,A3,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,535,267.5,0,0.0,1,338,7,100,8.0,-0.4610925014493259,-0.8873520750565715,3.0
39,LAVA_A3S,A3,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,492,492.0,1,1.0,0,317,4,100,4.0,-0.8477344278896709,-0.5304209081197426,0.0
44,LAVA_A3S,A3,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,461,0.0,0,0.0,0,301,0,100,0.0,-0.9996456111234524,-0.0266205214377751,0.0
49,LAVA_A3S,A3,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,439,439.0,0,0.0,0,287,3,100,3.0,-0.8747630845319612,0.4845508703326504,0.0
54,LAVA_A3S,A3,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,430,0.0,0,0.0,0,282,1,100,1.0,-0.5076658003388399,0.8615540813938061,0.0
59,LAVA_A3S,A3,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,411,0.0,0,0.0,0,272,2,100,2.0,-2.4492935982947064e-16,1.0,0.0
29,A1_JOSH_CLEAR,Josh,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,22009,96.95594713656388,38283,168.647577092511,761,6224,301,100,454.0,0.0532221748421787,-0.998582695676762,2362.0
34,A1_JOSH_CLEAR,Josh,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,53947,107.894,32221,64.442,1013,16263,1106,100,1500.0,-0.4610925014493259,-0.8873520750565715,3015.0
39,A1_JOSH_CLEAR,Josh,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,62345,117.85444234404537,31129,58.84499054820416,1624,20514,1139,100,1587.0,-0.8477344278896709,-0.5304209081197426,3392.0
44,A1_JOSH_CLEAR,Josh,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,69812,168.22168674698796,19766,47.628915662650606,337,22926,663,100,831.0,-0.9996456111234524,-0.0266205214377751,817.0
49,A1_JOSH_CLEAR,Josh,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,76097,204.01340482573727,11623,31.160857908847184,334,23372,875,100,1119.0,-0.8747630845319612,0.4845508703326504,626.0
54,A1_JOSH_CLEAR,Josh,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,69689,260.0335820895522,8761,32.690298507462686,108,22529,434,100,537.0,-0.5076658003388399,0.8615540813938061,142.0
59,A1_JOSH_CLEAR,Josh,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,64626,336.59375,8599,44.786458333333336,147,21743,449,100,578.0,-2.4492935982947064e-16,1.0,230.0
5,LAVA_A3,A3,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,237380,1098.9814814814815,171,0.7916666666666666,52,62439,623,100,649.0,0.5076658003388399,0.8615540813938061,19.0
14,LAVA_A3,A3,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,226833,1553.650684931507,125,0.8561643835616438,8,60703,412,100,439.0,0.99681200703075,0.0797861055530831,51.0
19,LAVA_A3,A3,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,205030,1423.8194444444443,77,0.5347222222222222,69,57731,271,100,288.0,0.8993121301712192,-0.4373073204588553,143.0
24,LAVA_A3,A3,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,200858,1445.021582733813,78,0.5611510791366906,24,56980,398,100,417.0,0.5528000653611933,-0.8333139190825151,-6.0
29,LAVA_A3,A3,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,197273,1616.9918032786886,91,0.7459016393442623,1,56289,233,100,244.0,0.0532221748421787,-0.998582695676762,-8.0
34,LAVA_A3,A3,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,193660,1600.495867768595,98,0.8099173553719008,7,55571,336,100,364.0,-0.4610925014493259,-0.8873520750565715,14.0
39,LAVA_A3,A3,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,190801,2168.193181818182,89,1.0113636363636365,6,55022,249,100,264.0,-0.8477344278896709,-0.5304209081197426,16.0
44,LAVA_A3,A3,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,188543,2814.074626865672,79,1.1791044776119404,2,54516,132,100,134.0,-0.9996456111234524,-0.0266205214377751,-2.0
49,LAVA_A3,A3,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,186747,3276.2631578947367,78,1.368421052631579,0,54151,163,100,172.0,-0.8747630845319612,0.4845508703326504,-1.0
54,LAVA_A3,A3,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,185241,3632.176470588235,78,1.5294117647058822,0,53849,99,100,103.0,-0.5076658003388399,0.8615540813938061,0.0
59,LAVA_A3,A3,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,183945,5109.583333333333,71,1.9722222222222223,7,53599,108,100,109.0,-2.4492935982947064e-16,1.0,4.0
5,LF1008_A1_VIBE,A1,2024-01-29 00:00:00+05:30,2024-01-31 00:00:00+05:30,259419,116.54043126684635,66815,30.01572327044025,5141,61441,4484,100,6678.0,0.5076658003388399,0.8615540813938061,15509.0
14,LF1008_A1_VIBE,A1,2024-03-29 00:00:00+05:30,2024-03-31 00:00:00+05:30,254601,127.61954887218045,63598,31.87869674185464,1774,56542,3876,100,5987.0,0.99681200703075,0.0797861055530831,8900.0
19,LF1008_A1_VIBE,A1,2024-04-29 00:00:00+05:30,2024-04-30 00:00:00+05:30,254737,109.04837328767124,62855,26.907106164383563,1960,57349,3238,100,4673.0,0.8993121301712192,-0.4373073204588553,6195.0
24,LF1008_A1_VIBE,A1,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,248831,103.72280116715298,40470,16.869528970404335,2097,57586,4651,100,7198.0,0.5528000653611933,-0.8333139190825151,5308.0
29,LF1008_A1_VIBE,A1,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,229921,105.37167736021998,46688,21.39688359303392,1114,56298,3243,100,4364.0,0.0532221748421787,-0.998582695676762,2958.0
34,LF1008_A1_VIBE,A1,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,225916,104.49398704902868,51159,23.662812210915817,2188,55918,4492,100,6488.0,-0.4610925014493259,-0.8873520750565715,7516.0
39,LF1008_A1_VIBE,A1,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,222324,113.89549180327867,39690,20.332991803278688,2875,57806,4117,100,5857.0,-0.8477344278896709,-0.5304209081197426,5853.0
44,LF1008_A1_VIBE,A1,2024-09-29 00:00:00+05:30,2024-09-30 00:00:00+05:30,237205,147.33229813664596,61900,38.4472049689441,1552,60873,2535,100,3221.0,-0.9996456111234524,-0.0266205214377751,3815.0
49,LF1008_A1_VIBE,A1,2024-10-29 00:00:00+05:30,2024-10-31 00:00:00+05:30,253672,127.730110775428,58716,29.56495468277945,2377,63965,4241,100,5960.0,-0.8747630845319612,0.4845508703326504,5371.0
54,LF1008_A1_VIBE,A1,2024-11-29 00:00:00+05:30,2024-11-30 00:00:00+05:30,251512,171.91524265208477,54516,37.26315789473684,1289,64083,2260,100,2926.0,-0.5076658003388399,0.8615540813938061,2696.0
59,LF1008_A1_VIBE,A1,2024-12-29 00:00:00+05:30,2024-12-31 00:00:00+05:30,250932,201.8761061946903,48041,38.64923572003218,1543,64401,2797,100,3731.0,-2.4492935982947064e-16,1.0,3259.0
24,LXX510_YUVA_5G,Yuva,2024-05-29 00:00:00+05:30,2024-05-31 00:00:00+05:30,437,145.66666666666666,5351,1783.6666666666667,299,295,10,100,10.0,0.5528000653611933,-0.8333139190825151,447.0
29,LXX510_YUVA_5G,Yuva,2024-06-29 00:00:00+05:30,2024-06-30 00:00:00+05:30,5470,86.82539682539682,884,14.031746031746032,76,4021,119,100,126.0,0.0532221748421787,-0.998582695676762,70.0
34,LXX510_YUVA_5G,Yuva,2024-07-29 00:00:00+05:30,2024-07-31 00:00:00+05:30,4522,107.66666666666669,486,11.571428571428571,74,3419,114,100,128.0,-0.4610925014493259,-0.8873520750565715,44.0
39,LXX510_YUVA_5G,Yuva,2024-08-29 00:00:00+05:30,2024-08-31 00:00:00+05:30,3756,150.24,347,13.88,49,2883,72,100,76.0,-0.8477344278896709,-0.5304209081197426,17.0
